00001    25.7143  -89.18584   0.354
00002    77.1429  -89.18584   0.364
00003   128.5714  -89.18584   0.395
00004   180.0000  -89.18584   0.349
00005   231.4286  -89.18584   0.390
00006   282.8571  -89.18584   0.430
00007   334.2857  -89.18584   0.435
00008     0.0000  -87.55750   0.417
00009    27.6923  -87.55750   0.424
00010    55.3846  -87.55750   0.340
00011    83.0769  -87.55750   0.358
00012   110.7692  -87.55750   0.358
00013   138.4615  -87.55750   0.482
00014   166.1539  -87.55750   0.573
00015   193.8462  -87.55750   0.451
00016   221.5385  -87.55750   0.373
00017   249.2308  -87.55750   0.389
00018   276.9231  -87.55750   0.617
00019   304.6154  -87.55750   0.355
00020   332.3077  -87.55750   0.379
00021     9.4737  -85.92917   0.235
00022    28.4211  -85.92917   0.242
00023    47.3684  -85.92917   0.274
00024    66.3158  -85.92917   0.306
00025    85.2632  -85.92917   0.359
00026   104.2105  -85.92917   0.536
00027   123.1579  -85.92917   0.431
00028   142.1053  -85.92917   0.649
00029   161.0526  -85.92917   0.370
00030   180.0000  -85.92917   0.320
00031   198.9474  -85.92917   0.269
00032   217.8947  -85.92917   0.319
00033   236.8421  -85.92917   0.239
00034   255.7895  -85.92917   0.299
00035   274.7368  -85.92917   0.412
00036   293.6842  -85.92917   0.400
00037   312.6316  -85.92917   0.498
00038   331.5789  -85.92917   0.404
00039   350.5263  -85.92917   0.309
00040     0.0000  -84.30083   0.448
00041    13.8462  -84.30083   0.374
00042    27.6923  -84.30083   0.337
00043    41.5385  -84.30083   0.274
00044    55.3846  -84.30083   0.280
00045    69.2308  -84.30083   0.471
00046    83.0769  -84.30083   0.387
00047    96.9231  -84.30083   0.532
00048   110.7692  -84.30083   0.337
00049   124.6154  -84.30083   0.480
00050   138.4615  -84.30083   0.421
00051   152.3077  -84.30083   0.616
00052   166.1539  -84.30083   0.520
00053   180.0000  -84.30083   0.546
00054   193.8462  -84.30083   0.306
00055   207.6923  -84.30083   0.562
00056   221.5385  -84.30083   0.406
00057   235.3846  -84.30083   0.370
00058   249.2308  -84.30083   0.328
00059   263.0769  -84.30083   0.335
00060   276.9231  -84.30083   0.478
00061   290.7692  -84.30083   0.388
00062   304.6154  -84.30083   0.497
00063   318.4615  -84.30083   0.390
00064   332.3077  -84.30083   0.395
00065   346.1539  -84.30083   0.294
00066     5.6250  -82.67250   0.553
00067    16.8750  -82.67250   0.315
00068    28.1250  -82.67250   0.427
00069    39.3750  -82.67250   0.258
00070    50.6250  -82.67250   0.211
00071    61.8750  -82.67250   0.258
00072    73.1250  -82.67250   0.389
00073    84.3750  -82.67250   0.547
00074    95.6250  -82.67250   0.502
00075   106.8750  -82.67250   0.372
00076   118.1250  -82.67250   0.745
00077   129.3750  -82.67250   0.519
00078   140.6250  -82.67250   0.277
00079   151.8750  -82.67250   0.338
00080   163.1250  -82.67250   0.573
00081   174.3750  -82.67250   0.779
00082   185.6250  -82.67250   0.665
00083   196.8750  -82.67250   0.675
00084   208.1250  -82.67250   0.607
00085   219.3750  -82.67250   0.680
00086   230.6250  -82.67250   0.352
00087   241.8750  -82.67250   0.325
00088   253.1250  -82.67250   0.291
00089   264.3750  -82.67250   0.353
00090   275.6250  -82.67250   0.509
00091   286.8750  -82.67250   0.628
00092   298.1250  -82.67250   0.619
00093   309.3750  -82.67250   0.948
00094   320.6250  -82.67250   0.770
00095   331.8750  -82.67250   0.842
00096   343.1250  -82.67250   0.682
00097   354.3750  -82.67250   0.813
00098     0.0000  -81.04417   0.260
00099     9.4737  -81.04417   0.220
00100    18.9474  -81.04417   0.202
00101    28.4211  -81.04417   0.248
00102    37.8947  -81.04417   0.232
00103    47.3684  -81.04417   0.191
00104    56.8421  -81.04417   0.154
00105    66.3158  -81.04417   0.213
00106    75.7895  -81.04417   0.303
00107    85.2632  -81.04417   0.360
00108    94.7368  -81.04417   0.636
00109   104.2105  -81.04417   0.559
00110   113.6842  -81.04417   0.684
00111   123.1579  -81.04417   0.970
00112   132.6316  -81.04417   0.399
00113   142.1053  -81.04417   0.316
00114   151.5789  -81.04417   0.387
00115   161.0526  -81.04417   0.255
00116   170.5263  -81.04417   0.569
00117   180.0000  -81.04417   0.771
00118   189.4737  -81.04417   1.369
00119   198.9474  -81.04417   1.493
00120   208.4211  -81.04417   0.811
00121   217.8947  -81.04417   0.639
00122   227.3684  -81.04417   0.809
00123   236.8421  -81.04417   0.791
00124   246.3158  -81.04417   0.479
00125   255.7895  -81.04417   0.515
00126   265.2632  -81.04417   0.440
00127   274.7368  -81.04417   0.377
00128   284.2105  -81.04417   0.462
00129   293.6842  -81.04417   1.676
00130   303.1579  -81.04417   0.743
00131   312.6316  -81.04417   0.449
00132   322.1053  -81.04417   0.601
00133   331.5789  -81.04417   0.523
00134   341.0526  -81.04417   0.378
00135   350.5263  -81.04417   0.407
00136     4.0909  -79.41583   0.222
00137    12.2727  -79.41583   0.194
00138    20.4545  -79.41583   0.183
00139    28.6364  -79.41583   0.196
00140    36.8182  -79.41583   0.238
00141    45.0000  -79.41583   0.265
00142    53.1818  -79.41583   0.211
00143    61.3636  -79.41583   0.277
00144    69.5455  -79.41583   0.250
00145    77.7273  -79.41583   0.360
00146    85.9091  -79.41583   0.257
00147    94.0909  -79.41583   0.462
00148   102.2727  -79.41583   0.961
00149   110.4545  -79.41583   0.919
00150   118.6364  -79.41583   0.822
00151   126.8182  -79.41583   0.231
00152   135.0000  -79.41583   0.455
00153   143.1818  -79.41583   0.547
00154   151.3636  -79.41583   0.438
00155   159.5455  -79.41583   0.499
00156   167.7273  -79.41583   0.821
00157   175.9091  -79.41583   1.340
00158   184.0909  -79.41583   1.653
00159   192.2727  -79.41583   2.639
00160   200.4545  -79.41583   0.385
00161   208.6364  -79.41583   0.381
00162   216.8182  -79.41583   0.378
00163   225.0000  -79.41583   0.344
00164   233.1818  -79.41583   0.482
00165   241.3636  -79.41583   0.501
00166   249.5455  -79.41583   0.374
00167   257.7273  -79.41583   0.646
00168   265.9091  -79.41583   0.452
00169   274.0909  -79.41583   0.446
00170   282.2727  -79.41583   0.465
00171   290.4545  -79.41583   0.875
00172   298.6364  -79.41583   1.043
00173   306.8182  -79.41583   0.629
00174   315.0000  -79.41583   0.498
00175   323.1818  -79.41583   0.585
00176   331.3636  -79.41583   0.313
00177   339.5454  -79.41583   0.356
00178   347.7273  -79.41583   0.255
00179   355.9091  -79.41583   0.219
00180     0.0000  -77.78751   0.150
00181     7.2000  -77.78751   0.157
00182    14.4000  -77.78751   0.157
00183    21.6000  -77.78751   0.129
00184    28.8000  -77.78751   0.166
00185    36.0000  -77.78751   0.172
00186    43.2000  -77.78751   0.237
00187    50.4000  -77.78751   0.285
00188    57.6000  -77.78751   0.212
00189    64.8000  -77.78751   0.251
00190    72.0000  -77.78751   0.198
00191    79.2000  -77.78751   0.562
00192    86.4000  -77.78751   0.467
00193    93.6000  -77.78751   0.331
00194   100.8000  -77.78751   0.822
00195   108.0000  -77.78751   0.684
00196   115.2000  -77.78751   0.644
00197   122.4000  -77.78751   0.301
00198   129.6000  -77.78751   0.322
00199   136.8000  -77.78751   0.730
00200   144.0000  -77.78751   0.903
00201   151.2000  -77.78751   1.015
00202   158.4000  -77.78751   1.208
00203   165.6000  -77.78751   4.672
00204   172.8000  -77.78751   0.551
00205   180.0000  -77.78751   0.608
00206   187.2000  -77.78751   0.984
00207   194.4000  -77.78751   2.059
00208   201.6000  -77.78751   0.611
00209   208.8000  -77.78751   0.428
00210   216.0000  -77.78751   0.400
00211   223.2000  -77.78751   0.382
00212   230.4000  -77.78751   0.368
00213   237.6000  -77.78751   0.234
00214   244.8000  -77.78751   0.458
00215   252.0000  -77.78751   0.294
00216   259.2000  -77.78751   0.565
00217   266.4000  -77.78751   0.316
00218   273.6000  -77.78751   0.709
00219   280.8000  -77.78751   0.312
00220   288.0000  -77.78751   0.605
